URL,ASIN,Manufacturer,Description
https://www.amazon.in/Baggit-Autumn-Winter-Leather-Womens-Handbag/dp/B08SCDTRKP/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1675269044&sprefix=ba%2Caps%2C283&sr=8-46,B08SCDTRKP,Gear,"Product Dimensions : 27.94 x 11.94 x 21.59 cm; 250 Grams , Date First Available : 7 January 2021 , Manufacturer : Baggit India Pvt Ltd. , ASIN : B08SCDTRKP , Item model number : 2120012 , Country of Origin : India , Department : Womens , Manufacturer : Baggit India Pvt Ltd., Baggit India Pvt Ltd , Packer : Baggit India Pvt Ltd , Importer : Baggit India Pvt Ltd , Item Weight : 250 g , Item Dimensions LxWxH : 27.9 x 11.9 x 21.6 Centimeters , Net Quantity : 1.00 count , Included Components : Cosmetic_bag , Generic Name : Sling Bag , "
https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1675269044&sprefix=ba%2Caps%2C283&sr=8-47,B081GSQ9D9,,"Is Discontinued By Manufacturer : No , Product Dimensions : 44 x 32 x 20 cm; 590 Grams , Date First Available : 13 November 2019 , Manufacturer : POLESTAR , ASIN : B081GSQ9D9 , Item model number : PS_VINTAGE_BLK , Country of Origin : India , Department : Unisex-adult , Manufacturer : POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com , Packer : JAI AMBAY ENTERPRISES, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar 140021, India +919914112308 , Item Weight : 590 g , Item Dimensions LxWxH : 44 x 32 x 20 Centimeters , Net Quantity : 1.00 count , Generic Name : Laptop Backpack , "
https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1675269044&sprefix=ba%2Caps%2C283&sr=8-48,B07J46KLFP,Wildcraft,"Is Discontinued By Manufacturer : No , Product Dimensions : 30 x 20 x 42 cm; 400 Grams , Date First Available : 6 October 2018 , Manufacturer : Fur Jaden , ASIN : B07J46KLFP , Item model number : BM36_GreyRed , Country of Origin : India , Manufacturer : Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028 , Packer : Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028 , Item Weight : 400 g , Item Dimensions LxWxH : 30 x 20 x 42 Centimeters , Net Quantity : 2 count , Included Components : 1 Laptop Backpack with USB Charging Port , Generic Name : Laptop Backpack , "
https://www.amazon.in/Gear-Polyester-Travel-Duffle-DUFCRSTNG0406/dp/B075MMWRW6/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1675269044&sprefix=ba%2Caps%2C283&sr=8-49,B075MMWRW6,,"Product Dimensions : 23.5 x 74 x 23.5 cm; 460 Grams , Date First Available : 14 September 2017 , Manufacturer : Gear , ASIN : B075MMWRW6 , Item model number : DUFCRSTNG0406 , Country of Origin : India , Manufacturer : Gear, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 460 g , Item Dimensions LxWxH : 23.5 x 74 x 23.5 Centimeters , Net Quantity : 1 count , Included Components : Duffel Bag , Generic Name : Bag , "
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1675269044&sprefix=ba%2Caps%2C283&sr=8-50,,,
https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675269044&sprefix=ba%2Caps%2C283&sr=8-51,B07FC4D9B5,Baggit India Pvt Ltd.,"Is Discontinued By Manufacturer : No , Product Dimensions : 33.02 x 12.7 x 45.72 cm; 480 Grams , Date First Available : 7 July 2018 , Manufacturer : Wildcraft , ASIN : B07FC4D9B5 , Item model number : STREAK PLUS , Manufacturer : Wildcraft , Item Weight : 480 g , Item Dimensions LxWxH : 33 x 12.7 x 45.7 Centimeters , Generic Name : Laptop Backpack , "
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675269044&sprefix=ba%2Caps%2C283&sr=8-52,,Wildcraft,
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-51,,Safari Industries,
https://www.amazon.in/Baggit-Autumn-Winter-Leather-Womens-Handbag/dp/B08SCDTRKP/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-52,B08SCDTRKP,,"Product Dimensions : 27.94 x 11.94 x 21.59 cm; 250 Grams , Date First Available : 7 January 2021 , Manufacturer : Baggit India Pvt Ltd. , ASIN : B08SCDTRKP , Item model number : 2120012 , Country of Origin : India , Department : Womens , Manufacturer : Baggit India Pvt Ltd., Baggit India Pvt Ltd , Packer : Baggit India Pvt Ltd , Importer : Baggit India Pvt Ltd , Item Weight : 250 g , Item Dimensions LxWxH : 27.9 x 11.9 x 21.6 Centimeters , Net Quantity : 1.00 count , Included Components : Cosmetic_bag , Generic Name : Sling Bag , "
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-53,B012D4QWES,WildHorn,"Is Discontinued By Manufacturer : No , Product Dimensions : 48 x 38 x 6 cm; 520 Grams , Date First Available : 23 July 2015 , Manufacturer : Wildcraft , ASIN : B012D4QWES , Item model number : 8903340000000 , Country of Origin : India , Manufacturer : Wildcraft , Item Weight : 520 g , Item Dimensions LxWxH : 48 x 38 x 6 Centimeters , "
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-54,B09B26MB5M,,"Product Dimensions : 12.6 x 18.11 x 6.3 cm; 350 Grams , Date First Available : 22 July 2021 , Manufacturer : Safari Industries , ASIN : B09B26MB5M , Item model number : SPARTAN19CBBLU , Country of Origin : India , Department : unisex-adult , Manufacturer : Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059 , Packer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059 , Importer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059 , Item Weight : 350 g , Item Dimensions LxWxH : 12.6 x 18.1 x 6.3 Centimeters , Generic Name : Backpack , "
https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-55,,PETRICE,
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-56,B09QL66G55,,"Product Dimensions : 33 x 7 x 48 cm; 450 Grams , Date First Available : 17 January 2022 , Manufacturer : WildHorn , ASIN : B09QL66G55 , Item model number : BP012 , Country of Origin : India , Department : Mens , Manufacturer : WildHorn, ADL International, 61 B/H G.J. Khan Road, kolkata-700039, Contact: +91 9051643604 , Packer : ADL International, 61B G.J. Khan Road, Kolkata-700039, Contact: +91 9051643604 , Item Weight : 450 g , Item Dimensions LxWxH : 33 x 7 x 48 Centimeters , Net Quantity : 1.00 count , Generic Name : Laptop Backpack , "
https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-57,,,
https://www.amazon.in/PETRICE-Multifunctional-Travel-Makeup-Organiser/dp/B07W22LC2D/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-58,B07W22LC2D,Sfane,"Is Discontinued By Manufacturer : No , Package Dimensions : 23.3 x 21.2 x 5.3 cm; 230 Grams , Date First Available : 12 July 2020 , Manufacturer : PETRICE , ASIN : B07W22LC2D , Item part number : TSB-7_8 , Country of Origin : India , Manufacturer : PETRICE , Item Weight : 230 g , Net Quantity : 1 count , "
https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-61,,Lenovo,
https://www.amazon.in/Wesley-briefcase-professional-Briefcase-messenger/dp/B0BJVDN7VT/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-62,,Fur Jaden,
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-63,B07XXFB9CZ,1,"Is Discontinued By Manufacturer : No , Product Dimensions : 43 x 23 x 25 cm; 370 Grams , Date First Available : 11 September 2019 , Manufacturer : Sfane , ASIN : B07XXFB9CZ , Item model number : BG - 05 HALF LTSHOE COMPTT , Country of Origin : India , Department : Unisex , Manufacturer : Sfane, Sfane Trends , Packer : Sfane Trends , Importer : Sfane Trends , Item Weight : 370 g , Item Dimensions LxWxH : 43 x 23 x 25 Centimeters , Net Quantity : 1.00 count , "
https://www.amazon.in/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-64,B0966F821Q,Sidrum,"Product Dimensions : 43.18 x 12.7 x 30.48 cm; 199 Grams , Date First Available : 29 May 2021 , ASIN : B0966F821Q , Item model number : LAPTOP BAGS , Country of Origin : India , Department : unisex-adult , Item Weight : 199 g , Item Dimensions LxWxH : 43.2 x 12.7 x 30.5 Centimeters , Net Quantity : 1.00 count , Included Components : Messenger Bag , "
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-65,B08R7RPVJF,Lenovo,"Product Dimensions : 12.5 x 32 x 43.51 cm; 480 Grams , Date First Available : 23 December 2020 , Manufacturer : Lenovo , ASIN : B08R7RPVJF , Item model number : GX41B33568 , Country of Origin : India , Department : unisex-adult , Manufacturer : Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India , Packer : #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India , Item Weight : 480 g , Item Dimensions LxWxH : 12.5 x 32 x 43.5 Centimeters , Net Quantity : 1 Piece , Generic Name : Backpack , "
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-66,B078GLXMDY,,"Is Discontinued By Manufacturer : No , Product Dimensions : 30 x 12 x 42 cm; 600 Grams , Date First Available : 16 December 2017 , Manufacturer : Fur Jaden , ASIN : B078GLXMDY , Item model number : BM20 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028 , Packer : Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028 , Item Weight : 600 g , Item Dimensions LxWxH : 30 x 12 x 42 Centimeters , Net Quantity : 1 count , Included Components : 1 Laptop Backpack , Generic Name : Laptop Backpack , "
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-67,B09H7PK5ML,VIP Industries Ltd,"Product Dimensions : 43 x 30 x 12 cm; 620 Grams , Date First Available : 17 June 2021 , Manufacturer : 1 , ASIN : B09H7PK5ML , Item part number : THANTI-1 , Country of Origin : India , Department : unisex-adult , Manufacturer : 1 , Item Weight : 620 g , Item Dimensions LxWxH : 43 x 30 x 12 Centimeters , "
https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1675269047&sprefix=ba%2Caps%2C283&sr=8-68,B09P74TZY8,Sidrum,"Product Dimensions : 25 x 21 x 14 cm; 436 Grams , Date First Available : 26 December 2021 , Manufacturer : Sidrum , ASIN : B09P74TZY8 , Item model number : CN-WF-18 , Department : unisex-adult , Manufacturer : Sidrum, Pack Logic Solutions , #9 Sri Balaji Nagar, Puliyambedu , Thiruverkadu , chennai - 600077, contact - 9597287686 , Packer : Techlife Solutions , 81/33 Thiagappa chetty street, Korukkupet , chennai - 600021 , Item Weight : 436 g , Item Dimensions LxWxH : 25 x 21 x 14 Centimeters , Net Quantity : 1.00 count , Generic Name : Camera bag , "
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-67,B08R7RPVJF,Fostelo,"Product Dimensions : 12.5 x 32 x 43.51 cm; 480 Grams , Date First Available : 23 December 2020 , Manufacturer : Lenovo , ASIN : B08R7RPVJF , Item model number : GX41B33568 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India , Packer : #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India , Item Weight : 480 g , Item Dimensions LxWxH : 12.5 x 32 x 43.5 Centimeters , Net Quantity : 1 Piece , Generic Name : Backpack , "
https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-68,,"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990",
https://www.amazon.in/Skybags-Brat-Green-Casual-Backpack/dp/B08Z21W4TG/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-69,B08Z21W4TG,,"Product Dimensions : 35 x 13 x 46 cm; 350 Grams , Date First Available : 15 March 2021 , Manufacturer : VIP Industries Ltd , ASIN : B08Z21W4TG , Item model number : BPBRATESGN , Country of Origin : Bangladesh , Department : unisex-adult , Manufacturer : VIP Industries Ltd, VIP Industries Ltd, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India , Packer : VIP Industries Ltd, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India , Importer : VIP Industries Ltd, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India , Item Weight : 350 g , Item Dimensions LxWxH : 35 x 13 x 46 Centimeters , Generic Name : SKYBAGS BRAT (E) SEA GREEN , "
https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-70,B09P74TZY8,Auxter,"Product Dimensions : 25 x 21 x 14 cm; 436 Grams , Date First Available : 26 December 2021 , Manufacturer : Sidrum , ASIN : B09P74TZY8 , Item model number : CN-WF-18 , Department : Unisex-adult , Manufacturer : Sidrum, Pack Logic Solutions , #9 Sri Balaji Nagar, Puliyambedu , Thiruverkadu , chennai - 600077, contact - 9597287686 , Packer : Techlife Solutions , 81/33 Thiagappa chetty street, Korukkupet , chennai - 600021 , Item Weight : 436 g , Item Dimensions LxWxH : 25 x 21 x 14 Centimeters , Net Quantity : 1.00 count , Generic Name : Camera bag , "
https://www.amazon.in/Fostelo-CATLIN-Womens-Handbag-Maroon/dp/B079MD5F7R/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-71,B079MD5F7R,,"Product Dimensions : 32 x 3 x 20 cm; 550 Grams , Date First Available : 5 February 2018 , Manufacturer : Fostelo , ASIN : B079MD5F7R , Item model number : FSB-1033 , Country of Origin : India , Department : Women , Manufacturer : Fostelo, Promunt Online Services Pvt Ltd 6-2-119/1/A, New Bhoiguda Secunderabad Hyderabad Telangana - 500003 , Packer : Promunt Online Services Pvt Ltd 6-2-119/1/A, New Bhoiguda Secunderabad Hyderabad Telangana - 500003 , Item Weight : 550 g , Item Dimensions LxWxH : 32 x 3 x 20 Centimeters , Net Quantity : 1.00 count , Included Components : Messenger Bag , Generic Name : Handbag , "
https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-72,B082PKX18C,,"Product Dimensions : 46 x 30 x 14 cm; 499 Grams , Date First Available : 19 January 2021 , Manufacturer : Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990 , ASIN : B082PKX18C , Item model number : Talon , Country of Origin : India , Department : unisex-adult , Manufacturer : Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990, Durant International Plot no. G-2613/2 GIDC lodhika, metoda, Rajkot 360021. Customer Care +91 9809804990 , Packer : Durant International Plot no. G-2613/2 GIDC lodhika, metoda, Rajkot 360021 , Item Weight : 499 g , Item Dimensions LxWxH : 46 x 30 x 14 Centimeters , "
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-73,,Fur Jaden,
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-74,B07F2H25NP,Fur Jaden,"Is Discontinued By Manufacturer : No , Product Dimensions : 43 x 23 x 23 cm; 300 Grams , Date First Available : 20 November 2017 , Manufacturer : Auxter , ASIN : B07F2H25NP , Item model number : AUX_GB_LE_BLACK -SE__0521 , Country of Origin : India , Department : Unisex , Manufacturer : Auxter, (AUXTER ) GEE KAY ENTERPRISES ,72 Anoop Nagar Leather Complex Road,Jalandhar Punjab 140021 India . 8146718618 , auxterbags@gmail.com , Packer : GEE KAY ENTERPRISES, PUNJAB, INDIA M : +91 8146718618 , Item Weight : 300 g , Item Dimensions LxWxH : 43 x 23 x 23 Centimeters , "
https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-77,,Sidrum,
https://www.amazon.in/Wesley-Briefcase-Professional-Messenger-Resistant/dp/B08K7PN23C/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-78,,High Spirit Commercial Ventures Pvt Ltd,
https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBH9K2/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-79,B0BSHBH9K2,Lavie,"Product Dimensions : 15 x 30 x 48 cm; 450 Grams , Date First Available : 17 January 2023 , Manufacturer : Fur Jaden , ASIN : B0BSHBH9K2 , Item model number : BM87 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Fur Jaden, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002 , Packer : Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002 , Item Weight : 450 g , Item Dimensions LxWxH : 15 x 30 x 48 Centimeters , Net Quantity : 1.00 count , Generic Name : 15.6 Inch Laptop Backpack with USB Charging Port , "
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-80,B078GLXMDY,Lenovo,"Is Discontinued By Manufacturer : No , Product Dimensions : 30 x 12 x 42 cm; 600 Grams , Date First Available : 16 December 2017 , Manufacturer : Fur Jaden , ASIN : B078GLXMDY , Item model number : BM20 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028 , Packer : Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028 , Item Weight : 600 g , Item Dimensions LxWxH : 30 x 12 x 42 Centimeters , Net Quantity : 1 count , Included Components : 1 Laptop Backpack , Generic Name : Laptop Backpack , "
https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09SHTBFQF/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-81,B09SHTBFQF,1,"Product Dimensions : 25 x 21 x 15 cm; 436 Grams , Date First Available : 15 February 2022 , Manufacturer : Sidrum , ASIN : B09SHTBFQF , Item model number : CN-WF-18 , Department : Unisex-adult , Manufacturer : Sidrum, Pack Logic Solutions , #9 Sri Balaji Nagar, Puliyambedu , Thiruverkadu , chennai - 600077, contact - 9597287686 , Packer : Techlife Solutions , 81/33 Thiagappa chetty street, Korukkupet , chennai - 600021 , Item Weight : 436 g , Item Dimensions LxWxH : 25 x 21 x 15 Centimeters , Net Quantity : 1.00 count , Generic Name : Camera bag , "
https://www.amazon.in/Priority-Spider-ltrs-School-Backpack/dp/B0849MZF6Q/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-82,B0849MZF6Q,,"Product Dimensions : 33 x 20.3 x 38.1 cm; 450 Grams , Date First Available : 28 January 2020 , Manufacturer : High Spirit Commercial Ventures Pvt Ltd , ASIN : B0849MZF6Q , Item model number : 25155 , Country of Origin : India , Department : boys , Manufacturer : High Spirit Commercial Ventures Pvt Ltd , Item Weight : 450 g , Item Dimensions LxWxH : 33 x 20.3 x 38.1 Centimeters , Generic Name : Luggage- Carry-On Luggage , "
https://www.amazon.in/Lavie-Malgana-Womens-Tote-Black/dp/B07PKHC72N/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-83,B07PKHC72N,,"Product Dimensions : 45 x 30 x 14 cm; 800 Grams , Date First Available : 9 March 2019 , Manufacturer : Lavie , ASIN : B07PKHC72N , Item model number : HCCS498019M4 , Country of Origin : China , Department : Women , Manufacturer : Lavie, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Packer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Importer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Item Weight : 800 g , Item Dimensions LxWxH : 45 x 30 x 14 Centimeters , Net Quantity : 1 count , Included Components : Handbag , Generic Name : Handbags , "
https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1675269050&sprefix=ba%2Caps%2C283&sr=8-84,B09KV7Y3KL,Gear Merchandise PVT LTD,"Product Dimensions : 35.56 x 27.94 x 6.35 cm; 420 Grams , Date First Available : 2 November 2021 , ASIN : B09KV7Y3KL , Item part number : 1571 , Country of Origin : India , Department : Unisex , Item Weight : 420 g , Item Dimensions LxWxH : 35.6 x 27.9 x 6.4 Centimeters , Net Quantity : 1.00 count , "
https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-83,B08R7S55H4,,"Product Dimensions : 32 x 12.5 x 43.5 cm; 640 Grams , Date First Available : 23 December 2020 , Manufacturer : Lenovo , ASIN : B08R7S55H4 , Item model number : GX41B33569 , Country of Origin : India , Department : unisex-adult , Manufacturer : Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India , Packer : #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India , Item Weight : 640 g , Item Dimensions LxWxH : 32 x 12.5 x 43.5 Centimeters , Generic Name : Backpack , "
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-84,B09H7PK5ML,,"Product Dimensions : 43 x 30 x 12 cm; 620 Grams , Date First Available : 17 June 2021 , Manufacturer : 1 , ASIN : B09H7PK5ML , Item part number : THANTI-1 , Country of Origin : India , Department : Unisex-adult , Manufacturer : 1 , Item Weight : 620 g , Item Dimensions LxWxH : 43 x 30 x 12 Centimeters , "
https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-85,,,
https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-86,B09KV7Y3KL,Safari,"Product Dimensions : 35.56 x 27.94 x 6.35 cm; 420 Grams , Date First Available : 2 November 2021 , ASIN : B09KV7Y3KL , Item part number : 1571 , Country of Origin : India , Department : Unisex , Item Weight : 420 g , Item Dimensions LxWxH : 35.6 x 27.9 x 6.4 Centimeters , Net Quantity : 1.00 count , "
https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-87,,Uber Fashion Merchandise Pvt. Ltd.,
